seq,room,deposit,rent,new_deposit,deposit_refund,plate,parking_fee,commission,period_start,period_end,remark,sheet,property,building
41.0,R213,2300,4500.0,2300.0,1393.0,沪BDS3229,150.0,1150.0,2026-03-08,2026-04-08,27年3月7日（1年）（转租4天租金293+1100押金退客户1393）,3月租金1,嘉定公寓,
42.0,R214,1700,1700.0,,,,,1700.0,2026-03-03,2026-04-03,27年3月2日（1年）,3月租金1,嘉定公寓,
43.0,R215,2300,2300.0,,,,,,2026-03-24,2026-04-24,26年5月23日（3个月）,3月租金1,嘉定公寓,
44.0,R216,1880,,,,沪BDC0596,,,2026-04-01,2027-04-01,26年5月31日（3个月）,3月租金1,嘉定公寓,
45.0,R217,2200,10300.0,2200.0,1840.0,,,1100.0,2026-04-01,2026-07-01,27年3月31日（1年）（转租9天租金690+1150押金退1840客户）,3月租金1,嘉定公寓,
46.0,R218,1750,1750.0,,,,,,2026-03-22,2026-04-22,27年1月21日（1年）,3月租金1,嘉定公寓,
47.0,R219,2100,2100.0,,,,,,2026-03-01,2026-04-01,26年3月31日（6个月）,3月租金1,嘉定公寓,
48.0,R220,1700,1700.0,,,,,,2026-03-10,2026-04-10,26年4月9日（1年）,3月租金1,嘉定公寓,
49.0,R301,1600,1600.0,,,,,,2026-03-24,2026-04-24,27年3月23日（1年）,3月租金1,嘉定公寓,
50.0,R302,1800,1800.0,,,,,,2026-03-16,2026-04-16,续26年11月15日（1年）,3月租金1,嘉定公寓,
51.0,R303,1700,1700.0,,,,,,2026-03-02,2026-04-02,26年3月1日（1年）,3月租金1,嘉定公寓,
52.0,R304,2800,2800.0,2800.0,,,,2800.0,2026-04-01,2026-05-01,27年3月31日（1年）,3月租金1,嘉定公寓,
52.0,R305,1800,1800.0,1800.0,,,,1800.0,2026-03-08,2026-04-08,27年3月7日（1年）,3月租金1,嘉定公寓,
53.0,R306,2150,2150.0,450.0,2000.0,,,,2026-03-10,2026-04-10,26年12月9日（1年）R315调换,3月租金1,嘉定公寓,
54.0,R307,1700,1700.0,,,,,,2026-03-19,2026-04-19,26年3月18日（1年）,3月租金1,嘉定公寓,
55.0,R308,2000,2000.0,2000.0,2200.0,,,,2026-03-06,2026-04-06,27年3月5日（1年）唐总推荐,3月租金1,嘉定公寓,
56.0,R309,1700,1400.0,,,,,,2026-03-06,2026-04-06,续27年3月5日（1年）减300,3月租金1,嘉定公寓,
57.0,R310,2300,2300.0,2300.0,2350.0,,,2300.0,2026-03-18,2026-04-18,27年3月17日（1年）,3月租金1,嘉定公寓,
58.0,R311,1800,1800.0,1800.0,,,,1800.0,2026-03-26,2026-04-26,27年3月25日（1年）,3月租金1,嘉定公寓,
59.0,R312,2200,2200.0,,,,,,2026-03-01,2026-04-01,续26年12月31日（1年）减500,3月租金1,嘉定公寓,
60.0,R313,1800,3350.0,1800.0,,,,1800.0,2026-04-01,2026-05-01,27年3月30日（1年）前客户退房,3月租金1,嘉定公寓,
61.0,R314,2200,2200.0,,,,,,2026-03-01,2026-04-01,26年12月30日（1年）,3月租金1,嘉定公寓,
62.0,R315,1800,1800.0,1800.0,,,,1800.0,2026-03-15,2026-04-15,27年3月14日（1年）,3月租金1,嘉定公寓,
63.0,R316,2000,2000.0,,,苏E55B9P,150.0,,2026-03-01,2026-04-01,续26年6月31日（6个月）,3月租金1,嘉定公寓,
64.0,R317,1700,1700.0,,,,,,2026-03-10,2026-04-10,26年12月9日（1年）,3月租金1,嘉定公寓,
65.0,R318,无押金,3000.0,,,,,,2025-01-20,2026-03-20,唐总小舅子,3月租金1,嘉定公寓,
66.0,R319,1800,1800.0,,,,,,2026-03-10,2026-04-10,26年9月9日（1年）,3月租金1,嘉定公寓,
67.0,R401,1400,1400.0,1400.0,1400.0,,,1400.0,2026-03-19,2026-04-19,27年3月18日（1年）,3月租金1,嘉定公寓,
68.0,R402,1500,1500.0,,,普MWF781,150.0,,2026-03-10,2026-04-10,续26年11月9日（1年）减300,3月租金1,嘉定公寓,
69.0,R403,1500,1500.0,,,,,,2026-03-11,2026-04-11,26年6月10日（1年）,3月租金1,嘉定公寓,
70.0,R404,1300,1300.0,,,,,,2026-03-01,2026-04-01,26年9月1日（1年）,3月租金1,嘉定公寓,
71.0,S003,1600,1600.0,,,,,,2026-03-01,2026-04-01,26年2月28日（1年）,3月租金1,嘉定公寓,
72.0,S004,2000,2000.0,,,苏U3711J,150.0,,2026-03-01,2026-04-04,26年8月31日（1年）,3月租金1,嘉定公寓,
73.0,S005,2000,2000.0,,,,,,2026-03-20,2026-04-20,26年9月19日（1年）,3月租金1,嘉定公寓,
74.0,S101,2100,2100.0,,,,,,2026-03-01,2026-04-01,25年9月30日（6个月）,3月租金1,嘉定公寓,
75.0,S102,2300,2300.0,,,,,,2026-03-09,2026-04-09,26年10月8日（1年）,3月租金1,嘉定公寓,
76.0,S103,2180,,,,,,,2026-04-01,2027-04-01,27年2月28日（1年）,3月租金1,嘉定公寓,
77.0,S104,2900,2900.0,,,,,,2026-03-18,2026-04-18,26年5月17日（6个月）,3月租金1,嘉定公寓,
78.0,S105,2000,2000.0,,,,,,2026-03-01,2026-04-01,26年10月31日（1年）,3月租金1,嘉定公寓,
79.0,S106,1800,1800.0,,,,,,2026-03-01,2026-04-01,26年4月30日（1年）,3月租金1,嘉定公寓,
80.0,S107,2000,4600.0,,2000.0,,,,2026-03-13,2026-04-13,26年8月12日（1年）R304调房,3月租金1,嘉定公寓,
81.0,S108,2080,2080.0,2080.0,,,,2080.0,2026-03-03,2026-04-03,27年3月2日（1年）,3月租金1,嘉定公寓,
82.0,S109,1800,1800.0,,,,,,2026-03-08,2026-04-08,续2026年9月7日（1年）,3月租金1,嘉定公寓,
83.0,S110,2000,,,,,,,2026-04-01,2027-04-01,26年8月31日（1年）,3月租金1,嘉定公寓,
84.0,S111,2200,2200.0,,,,,,2026-04-01,2026-05-01,续26年4月30日（6个月）,3月租金1,嘉定公寓,
85.0,S201,1500,,,,,,,2026-04-01,2027-04-01,26年5月31日（3个月）,3月租金1,嘉定公寓,
86.0,S202,1680,3360.0,1680.0,1120.0,,,840.0,2026-03-14,2026-04-14,27年3月13日（1年）（转租5天租金280+840押金1120退客户）,3月租金1,嘉定公寓,
87.0,S203,1500,1500.0,,,,,,2026-03-26,2026-04-26,26年10月25日（1年）,3月租金1,嘉定公寓,
88.0,S204,1600,1600.0,,,,,,2026-03-24,2026-04-24,26年5月23日（1年）,3月租金1,嘉定公寓,
89.0,S205,1500,1500.0,,,,,,2026-03-09,2026-04-09,26年4月8日（1年）,3月租金1,嘉定公寓,
90.0,S206,1600,1600.0,,,,,,2026-03-05,2026-04-05,26年1月4日（1年）,3月租金1,嘉定公寓,
91.0,S207,1400,1400.0,,,,,,2026-03-12,2026-04-12,26年3月10日（1年）,3月租金1,嘉定公寓,
92.0,S208,1800,1800.0,1800.0,,沪BD92758,150.0,1800.0,2026-03-08,2026-04-08,27年3月7日（1年）,3月租金1,嘉定公寓,
93.0,S209,2100,2100.0,,,浙K1636H,450.0,,2026-03-08,2026-04-08,26年7月7日（6个月）（两部车）,3月租金1,嘉定公寓,
94.0,S210,2000,2000.0,,,,,,2026-03-14,2026-04-14,2026年10月13日（1年）,3月租金1,嘉定公寓,
95.0,S211,2100,2100.0,,,,,,2026-03-19,2026-04-19,26年4月18日（3个月）,3月租金1,嘉定公寓,
96.0,S212,2050,1550.0,,,浙F7JK00,,,2026-03-02,2026-04-02,续27年1月1日（10个月）（包停车）减500,3月租金1,嘉定公寓,
97.0,S213,2180,6540.0,2180.0,2050.0,,,545.0,2026-03-10,2026-06-10,26年6月9日（3个月）,3月租金1,嘉定公寓,
98.0,S214,2000,2000.0,,,,,,2026-03-25,2026-04-25,续26年5月24日（6个月）,3月租金1,嘉定公寓,
99.0,S215,2300,2300.0,,,,,,2026-03-21,2026-04-21,26年6月20日（1年）,3月租金1,嘉定公寓,
100.0,S301,1400,1400.0,,,,,,2026-03-21,2026-04-21,续26年12月20日（1年）,3月租金1,嘉定公寓,
101.0,S302,1600,1600.0,,,,,,2026-03-08,2026-04-08,26年6月7日（1年）,3月租金1,嘉定公寓,
102.0,S303,1500,1500.0,,,,,,2026-03-01,2026-04-01,续26年11月30日（1年）,3月租金1,嘉定公寓,
103.0,S304,1680,1680.0,1680.0,1550.0,,,1680.0,2026-03-10,2026-04-10,27年3月9日（1年）,3月租金1,嘉定公寓,
104.0,S305,1500,1500.0,,,,,,2026-03-14,2026-04-14,26年6月13日（1年）,3月租金1,嘉定公寓,
105.0,S306,1800,1800.0,,,,,,2026-03-08,2026-04-08,26年11月7日（1年）,3月租金1,嘉定公寓,
106.0,S307,1400,1400.0,,,,,,2026-03-15,2026-04-15,26年6月14日（1年）,3月租金1,嘉定公寓,
107.0,S308,1880,1880.0,,,,,,2026-03-17,2026-04-17,27年1月16日（1年）,3月租金1,嘉定公寓,
108.0,S309,2100,2100.0,,,,,,2026-03-30,2026-04-30,26年6月29日（1年）,3月租金1,嘉定公寓,
109.0,S310,2000,2000.0,,,皖M7L937,150.0,,2026-03-03,2026-04-03,26年4月2日（1年）,3月租金1,嘉定公寓,
110.0,S311,2050,2050.0,,,,,,2026-03-08,2026-04-08,26年3月7日（1年包停车）,3月租金1,嘉定公寓,
111.0,S312,2000,3900.0,2000.0,1900.0,,,2000.0,2026-04-22,2026-05-22,27年4月21日（1年）,3月租金1,嘉定公寓,
112.0,S313,2000,2000.0,,,,,,2026-03-18,2026-04-18,26年9月17日（1年）,3月租金1,嘉定公寓,
113.0,S314,2000,2000.0,,,皖A868SR,150.0,,2026-03-13,2026-04-13,26年4月12日（1年）,3月租金1,嘉定公寓,
114.0,S315,2200,,,,川G7SX21,,,2026-05-01,2027-05-01,续26年10月30日（1年）,3月租金1,嘉定公寓,
115.0,S401,1500,1500.0,1500.0,1500.0,,,1500.0,2026-03-15,2026-04-15,27年3月14日（1年）,3月租金1,嘉定公寓,
116.0,S402,1600,1600.0,,,,,,2026-03-28,2026-04-28,续26年12月27日（1年）减200,3月租金1,嘉定公寓,
117.0,S403,1500,1500.0,,,苏FQ90D6,150.0,,2026-03-25,2027-03-25,26年4月24日（1年）,3月租金1,嘉定公寓,
118.0,S404,1600,1600.0,,,,,,2026-03-10,2026-04-10,26年7月9日（1年）,3月租金1,嘉定公寓,
119.0,S405,1500,1500.0,,,,,,2026-03-11,2026-04-11,26年11月10日（1年）,3月租金1,嘉定公寓,
120.0,S406,1600,1600.0,,,,,,2026-03-15,2026-04-15,续27年8月14日（6个月）减300,3月租金1,嘉定公寓,
121.0,S407,1400,1400.0,,,苏FDK751,150.0,,2026-03-15,2026-04-15,续26年6月14日（4个月）,3月租金1,嘉定公寓,
122.0,S408,1880,1880.0,1880.0,1700.0,,,470.0,2026-03-08,2026-04-08,26年6月7日（3个月）,3月租金1,嘉定公寓,
123.0,S409,2100,2100.0,,,,,,2026-03-01,2026-04-01,26年2月28日（1年）,3月租金1,嘉定公寓,
124.0,S410,2080,2080.0,2080.0,1800.0,,,2080.0,2026-03-28,2026-04-28,27年3月27日（1年）,3月租金1,嘉定公寓,
125.0,S411,2050,2050.0,,,,,,2026-03-01,2026-04-01,26年10月31日（1年）,3月租金1,嘉定公寓,
126.0,S412,2000,2000.0,,,,,,2026-03-10,2026-04-10,26年4月9日（1年）,3月租金1,嘉定公寓,
127.0,S413,2000,2000.0,,,,,,2026-03-08,2026-04-08,26年7月7日（1年）,3月租金1,嘉定公寓,
128.0,S414,2000,2000.0,,,,,,2026-03-07,2026-04-07,26年7月6日（6个月）,3月租金1,嘉定公寓,
129.0,S415,2300,2300.0,2300.0,2300.0,,,2300.0,2026-03-28,2026-04-28,27年3月27日（1年）,3月租金1,嘉定公寓,
1.0,Q101,2300,2300.0,,,,,,2026-02-11,2026-03-11,26年10月10日（1年）,2月租金1,嘉定公寓,
2.0,Q102,2260,2260.0,,,,,,2026-02-22,2026-03-22,27年1月21日（1年）,2月租金1,嘉定公寓,
3.0,Q103,2300,2300.0,,,赣E0821W,,,2026-02-16,2026-03-16,26年6月15日（1年）,2月租金1,嘉定公寓,
4.0,Q105,2400,2400.0,,,,,,2026-02-19,2026-03-19,27年1月18日（1年）,2月租金1,嘉定公寓,
5.0,Q106,2260,2260.0,,,,,,2026-02-14,2026-03-14,26年7月13日（1年）,2月租金1,嘉定公寓,
6.0,Q108,2250,2250.0,,,,,,2026-02-14,2026-03-14,26年10月13日（1年）,2月租金1,嘉定公寓,
7.0,Q201,2060,2060.0,,,,,,2026-02-28,2027-02-28,26年7月28日（1年）,2月租金1,嘉定公寓,
8.0,Q202,2200,2200.0,,,,,,2026-02-26,2026-03-26,26年7月25日（1年）,2月租金1,嘉定公寓,
9.0,Q205,2100,2100.0,,,苏UH001C,150.0,,2026-02-01,2026-03-01,26年8月30日（1年）,2月租金1,嘉定公寓,
11.0,R101,1750,1750.0,,,,,,2026-02-19,2026-03-19,26年12月18日（1年）,2月租金1,嘉定公寓,
12.0,R102,1800,1800.0,,,,,,2026-02-16,2026-03-16,26年9月15日（1年）,2月租金1,嘉定公寓,
13.0,R103,1600,5000.0,,,,,,2025-01-15,2026-01-15,26年1月15日（1年）（付清）,2月租金1,嘉定公寓,
14.0,R104,1750,1750.0,,,,,,2026-02-20,2026-03-20,26年9月19日（1年）,2月租金1,嘉定公寓,
15.0,R105,1880,1880.0,1880.0,1700.0,,,1880.0,2026-02-06,2026-03-06,27年2月5日（1年）,2月租金1,嘉定公寓,
16.0,R106,1750,,,,,,,2026-03-01,2027-03-01,27年1月31日（1年）,2月租金1,嘉定公寓,
17.0,R107,1800,1800.0,,,,,,2026-02-18,2026-03-18,26年6月17日（1年）,2月租金1,嘉定公寓,
18.0,R108,1700,1700.0,,,,,,2026-02-24,2026-03-24,26年8月23日（1年）,2月租金1,嘉定公寓,
19.0,R109,1500,1500.0,,,,,,2026-02-04,2026-03-04,26年11月3日（1年）,2月租金1,嘉定公寓,
20.0,R110,1800,3600.0,,,浙CE8M92,300.0,,2026-02-21,2026-04-21,26年6月17日（1年）,2月租金1,嘉定公寓,
21.0,R111,1850,1850.0,1850.0,1880.0,,,925.0,2026-02-24,2026-03-24,26年8月23日（6个月）,2月租金1,嘉定公寓,
22.0,R112,1800,1800.0,,,,,,2026-02-19,2026-03-19,26年2月18日（6个月）,2月租金1,嘉定公寓,
23.0,R113,1800,1800.0,,,苏UEA054,150.0,,2026-02-17,2026-03-17,26年12月16日（1年）,2月租金1,嘉定公寓,
24.0,R114,1800,1800.0,,,,,,2026-02-15,2026-03-15,26年10月14日（1年）,2月租金1,嘉定公寓,
25.0,R115,1800,1800.0,,,,,,2026-02-11,2026-03-11,26年6月10日（1年）,2月租金1,嘉定公寓,
26.0,R116,1800,1800.0,,,,,,2026-02-27,2026-03-27,26年8月26日（1年）,2月租金1,嘉定公寓,
27.0,R117,1800,1800.0,,,,,,2026-02-18,2026-03-18,26年6月17日（1年）,2月租金1,嘉定公寓,
28.0,R118,1600,1600.0,,,,,,2026-02-01,2026-03-01,26年5月31日（1年）,2月租金1,嘉定公寓,
29.0,R119,1880,1880.0,,,苏U81R07,,,2026-02-25,2026-03-25,28年5月24日（3年包停车）,2月租金1,嘉定公寓,
30.0,R201,1800,1800.0,,,,,,2026-02-09,2026-03-09,26年12月8日（1年）,2月租金1,嘉定公寓,
31.0,R202,1600,1600.0,,,豫S593K9,150.0,,2026-02-26,2026-03-26,27年1月25日（1年）,2月租金1,嘉定公寓,
32.0,R203,1750,1750.0,,,,,,2026-02-13,2026-03-13,27年1月12日（1年）,2月租金1,嘉定公寓,
33.0,R204,1700,1700.0,,,,,,2026-02-04,2026-03-04,26年5月3日（1年）,2月租金1,嘉定公寓,
35.0,R207,2200,2200.0,,,,,,2026-02-24,2026-03-24,26年3月23日（1年）,2月租金1,嘉定公寓,
36.0,R208,1620,,,,,,,2025-05-10,2026-05-10,26年5月9日（1年）,2月租金1,嘉定公寓,
37.0,R209,2150,2150.0,,,,,,2026-02-03,2026-03-03,26年9月2日（1年）,2月租金1,嘉定公寓,
38.0,R210,1880,1800.0,,,,,,2026-02-23,2026-03-23,26年11月22日（1年）,2月租金1,嘉定公寓,
39.0,R211,2200,2200.0,,,,,,2026-02-25,2026-03-25,26年12月24日（1年）,2月租金1,嘉定公寓,
40.0,R212,1800,1800.0,,,,,,2026-02-05,2026-03-05,26年11月4日（1年）,2月租金1,嘉定公寓,
41.0,R213,2200,2200.0,,,沪AEF2392,150.0,,2026-02-13,2026-03-13,26年12月12日（1年）,2月租金1,嘉定公寓,
43.0,R215,2300,2300.0,2300.0,,,,575.0,2026-02-24,2026-03-24,26年5月23日（3个月）,2月租金1,嘉定公寓,
44.0,R216,1880,1880.0,1880.0,1650.0,沪BDC0596,150.0,470.0,2026-03-01,2026-04-01,26年5月31日（3个月）,2月租金1,嘉定公寓,
45.0,R217,2300,2300.0,,,,,,2026-02-10,2026-03-10,26年12月9日（1年）,2月租金1,嘉定公寓,
46.0,R218,1750,1750.0,,,,,,2026-02-22,2026-03-22,27年1月21日（1年）,2月租金1,嘉定公寓,
47.0,R219,2100,2100.0,,,,,,2026-02-01,2026-03-01,26年3月31日（6个月）,2月租金1,嘉定公寓,
48.0,R220,1700,1700.0,,,,,,2026-02-10,2026-03-10,26年4月9日（1年）,2月租金1,嘉定公寓,
49.0,R301,1600,1600.0,1600.0,,,,1500.0,2026-02-24,2026-03-24,27年3月23日（1年）S201换房,2月租金1,嘉定公寓,
50.0,R302,1800,1800.0,,,,,,2026-02-16,2026-03-16,续26年11月15日（1年）,2月租金1,嘉定公寓,
51.0,R303,1700,1700.0,,,,,,2026-02-02,2026-03-02,26年3月1日（1年）,2月租金1,嘉定公寓,
52.0,R304,2000,2600.0,,,,,,2026-02-13,2026-03-13,26年8月12日（1年）,2月租金1,嘉定公寓,
52.0,R305,1800,,,2700.0,,,,2026-02-26,2027-02-26,退房,2月租金1,嘉定公寓,
53.0,R306,2000,2000.0,,,,,,2026-02-12,2027-02-12,26年3月11日（1年）,2月租金1,嘉定公寓,
54.0,R307,1700,1700.0,,,,,,2026-02-19,2026-03-19,26年3月18日（1年）,2月租金1,嘉定公寓,
55.0,R308,2200,2200.0,,,,,,2026-02-02,2026-03-02,26年3月1日（1年）,2月租金1,嘉定公寓,
56.0,R309,1700,1700.0,,,,,,2026-02-06,2026-03-06,26年3月5日（1年）,2月租金1,嘉定公寓,
57.0,R310,2350,2350.0,,,,,,2026-02-15,2026-03-15,26年2月14日（1年）,2月租金1,嘉定公寓,
58.0,R311,1800,1800.0,,,,,,2026-02-23,2026-03-23,26年9月24日（1年）,2月租金1,嘉定公寓,
59.0,R312,2200,1700.0,,,,,,2026-02-01,2026-03-01,续26年12月31日（1年）减500,2月租金1,嘉定公寓,
60.0,R313,1700,1700.0,,1700.0,,,,2026-02-01,2026-03-01,退房,2月租金1,嘉定公寓,
61.0,R314,2200,2200.0,,,,,,2026-02-01,2026-03-01,26年12月30日（1年）,2月租金1,嘉定公寓,
62.0,R315,1700,1700.0,,,,,,2026-02-10,2026-03-10,26年12月9日（1年）,2月租金1,嘉定公寓,
63.0,R316,2000,2000.0,,,苏E55B9P,150.0,,2026-02-01,2026-03-01,续26年6月31日（6个月）,2月租金1,嘉定公寓,
64.0,R317,1700,1700.0,,,,,,2026-02-10,2026-03-10,26年12月9日（1年）,2月租金1,嘉定公寓,
65.0,R318,无押金,1500.0,,,,,,2025-01-20,2026-02-20,唐总小舅子,2月租金1,嘉定公寓,
66.0,R319,1800,1800.0,,,,,,2026-02-10,2026-03-10,26年9月9日（1年）,2月租金1,嘉定公寓,
67.0,R401,1400,1400.0,,,浙F51LG1,,,2026-02-02,2026-03-02,26年4月1日（1年包停车）,2月租金1,嘉定公寓,
68.0,R402,1500,1500.0,,,普MWF781,150.0,,2026-02-10,2026-03-10,续26年11月9日（1年）减300,2月租金1,嘉定公寓,
69.0,R403,1500,1500.0,,,,,,2026-02-11,2026-03-11,26年6月10日（1年）,2月租金1,嘉定公寓,
70.0,R404,1300,1300.0,,,,,,2026-02-01,2026-03-01,26年9月1日（1年）,2月租金1,嘉定公寓,
71.0,S003,1600,1600.0,,,,,,2026-02-01,2026-03-01,26年2月28日（1年）,2月租金1,嘉定公寓,
72.0,S004,2000,2000.0,,,苏U3711J,150.0,,2026-02-01,2026-03-01,26年8月31日（1年）,2月租金1,嘉定公寓,
73.0,S005,2000,2000.0,,,,,,2026-02-20,2026-03-20,26年9月19日（1年）,2月租金1,嘉定公寓,
74.0,S101,2100,2100.0,,,,,,2026-02-01,2026-03-01,25年9月30日（6个月）,2月租金1,嘉定公寓,
75.0,S102,2300,2300.0,,,,,,2026-02-09,2026-03-09,26年10月8日（1年）,2月租金1,嘉定公寓,
76.0,S103,2180,2180.0,2180.0,,,,2180.0,2026-03-01,2026-04-01,27年2月28日（1年）,2月租金1,嘉定公寓,
77.0,S104,2900,2900.0,,,,,,2026-02-18,2026-03-18,26年5月17日（6个月）,2月租金1,嘉定公寓,
78.0,S105,2000,2000.0,,,,,,2026-02-01,2026-03-01,26年10月31日（1年）,2月租金1,嘉定公寓,
79.0,S106,1800,1800.0,,,,,,2026-02-01,2026-03-01,26年4月30日（1年）,2月租金1,嘉定公寓,
80.0,S107,2000,,,,,,,2026-02-25,2027-02-25,26年2月24日（1年）下个月付,2月租金1,嘉定公寓,
81.0,S108,1800,2000.0,,,,,,2026-02-01,2026-03-01,26年5月31日（1年）,2月租金1,嘉定公寓,
82.0,S109,1800,1800.0,,,,,,2026-02-08,2026-03-08,2026年3月7日（1年）,2月租金1,嘉定公寓,
83.0,S110,2000,2000.0,2000.0,2000.0,,,1000.0,2026-03-01,2026-04-01,26年8月31日（1年）,2月租金1,嘉定公寓,
84.0,S111,2200,2200.0,,,,,,2026-03-01,2026-04-01,续26年4月30日（6个月）,2月租金1,嘉定公寓,
85.0,S201,1500,1500.0,1500.0,1500.0,,,375.0,2026-03-01,2026-04-01,26年5月31日（3个月）,2月租金1,嘉定公寓,
86.0,S202,1680,1680.0,,,,,,2026-02-20,2026-03-20,26年6月19日（1年）,2月租金1,嘉定公寓,
87.0,S203,1500,1500.0,,,,,,2026-02-26,2026-03-26,26年10月25日（1年）,2月租金1,嘉定公寓,
88.0,S204,1600,1600.0,1600.0,,,,400.0,2026-02-24,2026-03-24,26年5月23日（1年）,2月租金1,嘉定公寓,
89.0,S205,1500,1500.0,,,,,,2026-02-09,2026-03-09,26年4月8日（1年）,2月租金1,嘉定公寓,
90.0,S206,1600,1600.0,,,,,,2026-02-05,2026-03-05,26年1月4日（1年）,2月租金1,嘉定公寓,
91.0,S207,1400,1400.0,,,,,,2026-02-12,2026-03-12,26年3月10日（1年）,2月租金1,嘉定公寓,
92.0,S208,1800,1800.0,,1800.0,,,,2026-02-01,2026-03-01,退房,2月租金1,嘉定公寓,
93.0,S209,2100,2100.0,,,浙K1636H,,,2026-02-08,2026-03-08,26年7月7日（6个月）,2月租金1,嘉定公寓,
94.0,S210,2000,2000.0,,,,,,2026-02-14,2026-03-14,2026年10月13日（1年）,2月租金1,嘉定公寓,
95.0,S211,2100,2100.0,,,,,,2026-02-19,2026-03-19,26年4月18日（3个月）,2月租金1,嘉定公寓,
96.0,S212,2050,2050.0,,,浙F7JK00,,,2026-02-02,2026-03-02,26年3月1日（1年）（包停车）,2月租金1,嘉定公寓,
97.0,S213,2050,2050.0,,,,,,2026-02-08,2026-03-08,26年3月7日（1年）,2月租金1,嘉定公寓,
98.0,S214,2000,2000.0,,,,,,2026-02-25,2026-03-25,续26年5月24日（6个月）,2月租金1,嘉定公寓,
99.0,S215,2300,2300.0,,,,,,2026-02-21,2026-03-21,26年6月20日（1年）,2月租金1,嘉定公寓,
100.0,S301,1400,1400.0,,,,,,2026-02-21,2026-03-21,续26年12月20日（1年）,2月租金1,嘉定公寓,
101.0,S302,1600,1600.0,,,,,,2026-02-08,2026-03-08,26年6月7日（1年）,2月租金1,嘉定公寓,
102.0,S303,1500,1500.0,,,,,,2026-02-01,2026-03-01,续26年11月30日（1年）,2月租金1,嘉定公寓,
103.0,S304,1550,1550.0,,,,,,2026-02-08,2026-03-08,26年3月7日（1年）,2月租金1,嘉定公寓,
104.0,S305,1500,1500.0,,,,,,2026-02-14,2026-03-14,26年6月13日（1年）,2月租金1,嘉定公寓,
105.0,S306,1800,1800.0,,,,,,2026-02-08,2026-03-08,26年11月7日（1年）,2月租金1,嘉定公寓,
106.0,S307,1400,1400.0,,,,,,2026-02-15,2026-03-15,26年6月14日（1年）,2月租金1,嘉定公寓,
107.0,S308,1880,1880.0,,,,,,2026-02-17,2026-03-17,27年1月16日（1年）,2月租金1,嘉定公寓,
108.0,S309,2100,2100.0,,,,,,2026-02-28,2026-03-28,26年6月29日（1年）,2月租金1,嘉定公寓,
109.0,S310,2000,2000.0,,,皖M7L937,150.0,,2026-02-03,2026-03-03,26年4月2日（1年）,2月租金1,嘉定公寓,
110.0,S311,2050,2050.0,,,,,,2026-02-08,2026-03-08,26年3月7日（1年包停车）,2月租金1,嘉定公寓,
111.0,S312,1900,1900.0,,,,,,2026-02-18,2026-03-18,26年4月17日（1年）,2月租金1,嘉定公寓,
112.0,S313,2000,2000.0,,,,,,2026-02-18,2026-03-18,26年9月17日（1年）,2月租金1,嘉定公寓,
113.0,S314,2000,2000.0,,,皖A868SR,150.0,,2026-02-13,2026-03-13,26年4月12日（1年）,2月租金1,嘉定公寓,
114.0,S315,2200,6600.0,,,川G7SX21,450.0,,2025-02-01,2026-05-01,续26年10月30日（1年）,2月租金1,嘉定公寓,
115.0,S401,1500,1500.0,,,,,,2026-02-12,2026-03-12,26年3月11日（1年）,2月租金1,嘉定公寓,
116.0,S402,1600,1600.0,,,,,,2026-02-28,2026-03-28,续26年12月27日（1年）减200,2月租金1,嘉定公寓,
117.0,S403,1500,1500.0,,,苏FQ90D6,150.0,,2026-02-25,2026-03-25,26年4月24日（1年）,2月租金1,嘉定公寓,
118.0,S404,1600,1600.0,,,,,,2026-02-10,2026-03-10,26年7月9日（1年）,2月租金1,嘉定公寓,
119.0,S405,1500,1500.0,,,,,,2026-02-11,2026-03-11,26年11月10日（1年）,2月租金1,嘉定公寓,
120.0,S406,1600,1300.0,,,,,,2026-02-15,2026-03-15,续27年8月14日（6个月）减300,2月租金1,嘉定公寓,
121.0,S407,1400,1400.0,,,苏FDK751,,,2026-02-15,2026-03-15,26年2月14日（1年）,2月租金1,嘉定公寓,
122.0,S408,1700,1700.0,,,,,,2026-02-20,2026-03-20,26年3月19日（1年）,2月租金1,嘉定公寓,
123.0,S409,2100,2100.0,,,,,,2026-02-01,2026-03-01,26年2月28日（1年）,2月租金1,嘉定公寓,
124.0,S410,1800,1800.0,,,,,,2026-02-20,2026-03-20,26年3月19日（1年）,2月租金1,嘉定公寓,
125.0,S411,2050,2050.0,,,,,,2026-02-01,2026-03-01,26年10月31日（1年）,2月租金1,嘉定公寓,
126.0,S412,2000,2000.0,,,,,,2026-02-10,2026-03-10,26年4月9日（1年）,2月租金1,嘉定公寓,
127.0,S413,2000,2000.0,,,,,,2026-02-08,2026-03-08,26年7月7日（1年）,2月租金1,嘉定公寓,
128.0,S414,2000,2000.0,,,,,,2026-02-07,2026-03-07,26年7月6日（6个月）,2月租金1,嘉定公寓,
129.0,S415,2300,2300.0,,,沪AEX9591,,,2026-02-15,2026-03-15,26年3月14日（1年包停车）,2月租金1,嘉定公寓,
1.0,Q101,2300,2300.0,,,,,,2025-01-11,2026-02-11,26年10月10日（1年）,1月租金1,嘉定公寓,
2.0,Q102,2260,2260.0,2260.0,,,,2260.0,2026-01-22,2026-02-22,27年1月21日（1年）,1月租金1,嘉定公寓,
